item_type,item_text,rank,matched_testcase_id,similarity_score,matched_testcase_text
flow,"main program -> routine 1 — type=flow; label=""start""; explanation=""initiates the program flow"";",1,TC-Login-001,0.7317430377006531,"test case id: tc-login-001 title: successful login module: login source pages: 3 preconditions: user has valid credentials. test data: username: testuser, password: testpassword test steps: 1. enter the username and password. 2. click on the login button. 3. verify that the system redirects to the main page. expected result: user is successfully logged in and redirected to the main page."
flow,"utenti -> annunci — type=association; label=""annunci""; explanation=""utenti possono pubblicare annunci"";",10,TC-CreazioneServizio-001,0.7106248140335083,"test case id: tc-creazioneservizio-001 title: successful creation and database insertion module: creazioneservizio source pages: 6 preconditions: user has all necessary information to create a service. test data: service details: name = ""test service"", description = ""test description"" test steps: 1. provide all necessary information to create a service. 2. click on the submit button. 3. verify that the query is executed successfully. 4. check that there is no error message. expected result: the service is created successfully, and no error message is displayed."
flow,"utenti -> annunci — type=association; label=""annunci""; explanation=""utenti possono pubblicare annunci"";",11,TC-InserimentoInput-001,0.7074728012084961,"test case id: tc-inserimentoinput-001 title: valid input and successful query execution module: inserimentoinput source pages: 4 preconditions: user provides valid input. test data: input: ""valid input"" test steps: 1. provide valid input. 2. click on the submit button. 3. verify that the query is executed successfully. 4. check that there is no error message. expected result: the query is executed successfully, and no error message is displayed."
flow,"utenti -> annunci — type=association; label=""annunci""; explanation=""utenti possono pubblicare annunci"";",12,TC-InserimentoInput-002,0.6840118169784546,"test case id: tc-inserimentoinput-002 title: invalid input and query failure module: inserimentoinput source pages: 4 preconditions: user provides invalid input. test data: input: ""invalid input"" test steps: 1. provide invalid input. 2. click on the submit button. 3. verify that an error message is displayed. 4. check that the query is not executed. expected result: an error message is displayed, and the query is not executed."
flow,"utenti -> annunci — type=association; label=""annunci""; explanation=""utenti possono pubblicare annunci"";",13,TC-Login-001,0.6655938029289246,"test case id: tc-login-001 title: successful login module: login source pages: 3 preconditions: user has valid credentials. test data: username: testuser, password: testpassword test steps: 1. enter the username and password. 2. click on the login button. 3. verify that the system redirects to the main page. expected result: user is successfully logged in and redirected to the main page."
flow,"utenti -> annunci — type=association; label=""annunci""; explanation=""utenti possono pubblicare annunci"";",14,TC-Login-002,0.6498766541481018,"test case id: tc-login-002 title: incorrect login credentials module: login source pages: 3 preconditions: user enters incorrect credentials. test data: username: wronguser, password: wrongpassword test steps: 1. enter the incorrect username and password. 2. click on the login button. 3. verify that an error message is displayed. expected result: an error message is displayed, and the user remains on the login page."
flow,"richiede_offre -> oggetti — type=association; label=""oggetti richiesti""; explanation=""richieste di offerte si riferiscono a oggetti"";",1,TC-CreazioneOggetto-002,0.7425274848937988,"test case id: tc-creazioneoggetto-002 title: failed database insertion and retry module: creazioneoggetto source pages: 5, 6 preconditions: user has all necessary information but the database insertion fails. test data: object details: name = ""test object"", description = ""test description"" test steps: 1. provide all necessary information to create an object. 2. click on the submit button. 3. verify that an error message is displayed. 4. check that the query is retried. expected result: an error message is displayed, and the query is retried."
flow,"richiede_offre -> oggetti — type=association; label=""oggetti richiesti""; explanation=""richieste di offerte si riferiscono a oggetti"";",2,TC-CreazioneAnnuncio-002,0.7386192083358765,"test case id: tc-creazioneannuncio-002 title: failed database insertion and retry module: creazioneannuncio source pages: 7 preconditions: user has all necessary information but the database insertion fails. test data: announcement details: title = ""test announcement"", object_id = 1 test steps: 1. provide all necessary information to create an announcement. 2. click on the submit button. 3. verify that an error message is displayed. 4. check that the query is retried. expected result: an error message is displayed, and the query is retried."
flow,"richiede_offre -> oggetti — type=association; label=""oggetti richiesti""; explanation=""richieste di offerte si riferiscono a oggetti"";",3,TC-CreazioneOggetto-001,0.7343814969062805,"test case id: tc-creazioneoggetto-001 title: successful creation and database insertion module: creazioneoggetto source pages: 5, 6 preconditions: user has all necessary information to create an object. test data: object details: name = ""test object"", description = ""test description"" test steps: 1. provide all necessary information to create an object. 2. click on the submit button. 3. verify that the query is executed successfully. 4. check that there is no error message. expected result: the object is created successfully, and no error message is displayed."
flow,"richiede_offre -> oggetti — type=association; label=""oggetti richiesti""; explanation=""richieste di offerte si riferiscono a oggetti"";",4,TC-CreazioneAnnuncio-001,0.7238918542861938,"test case id: tc-creazioneannuncio-001 title: successful creation and database insertion module: creazioneannuncio source pages: 7 preconditions: user has all necessary information to create an announcement. test data: announcement details: title = ""test announcement"", object_id = 1 test steps: 1. provide all necessary information to create an announcement. 2. click on the submit button. 3. verify that the query is executed successfully. 4. check that there is no error message. expected result: the announcement is created successfully, and no error message is displayed."
flow,"richiede_offre -> oggetti — type=association; label=""oggetti richiesti""; explanation=""richieste di offerte si riferiscono a oggetti"";",5,TC-EliminazioneOggettoServizio-002,0.7159048914909363,"test case id: tc-eliminazioneoggettoservizio-002 title: failed database deletion and retry module: eliminazioneoggettoservizio source pages: 9 preconditions: user selects an existing object or service but the database deletion fails. test data: object/servizio id: 1 test steps: 1. select the object or service to delete. 2. click on the delete button. 3. verify that an error message is displayed. 4. check that the query is retried. expected result: an error message is displayed, and the query is retried."
flow,"richiede_offre -> oggetti — type=association; label=""oggetti richiesti""; explanation=""richieste di offerte si riferiscono a oggetti"";",6,TC-CreazioneServizio-002,0.7137731313705444,"test case id: tc-creazioneservizio-002 title: failed database insertion and retry module: creazioneservizio source pages: 6 preconditions: user has all necessary information but the database insertion fails. test data: service details: name = ""test service"", description = ""test description"" test steps: 1. provide all necessary information to create a service. 2. click on the submit button. 3. verify that an error message is displayed. 4. check that the query is retried. expected result: an error message is displayed, and the query is retried."
flow,"richiede_offre -> oggetti — type=association; label=""oggetti richiesti""; explanation=""richieste di offerte si riferiscono a oggetti"";",7,TC-CreazioneServizio-001,0.704677939414978,"test case id: tc-creazioneservizio-001 title: successful creation and database insertion module: creazioneservizio source pages: 6 preconditions: user has all necessary information to create a service. test data: service details: name = ""test service"", description = ""test description"" test steps: 1. provide all necessary information to create a service. 2. click on the submit button. 3. verify that the query is executed successfully. 4. check that there is no error message. expected result: the service is created successfully, and no error message is displayed."
flow,"richiede_offre -> oggetti — type=association; label=""oggetti richiesti""; explanation=""richieste di offerte si riferiscono a oggetti"";",8,TC-EliminazioneAnnuncio-002,0.6917955279350281,"test case id: tc-eliminazioneannuncio-002 title: failed database deletion and retry module: eliminazioneannuncio source pages: 8 preconditions: user selects an existing announcement but the database deletion fails. test data: announcement id: 1 test steps: 1. select the announcement to delete. 2. click on the delete button. 3. verify that an error message is displayed. 4. check that the query is retried. expected result: an error message is displayed, and the query is retried."
flow,"richiede_offre -> oggetti — type=association; label=""oggetti richiesti""; explanation=""richieste di offerte si riferiscono a oggetti"";",9,TC-EliminazioneOggettoServizio-001,0.6865674257278442,"test case id: tc-eliminazioneoggettoservizio-001 title: successful deletion and database cancellation module: eliminazioneoggettoservizio source pages: 9 preconditions: user selects an existing object or service to delete. test data: object/servizio id: 1 test steps: 1. select the object or service to delete. 2. click on the delete button. 3. verify that the query is executed successfully. 4. check that there is no error message. expected result: the object or service is deleted successfully, and no error message is displayed."
flow,"richiede_offre -> oggetti — type=association; label=""oggetti richiesti""; explanation=""richieste di offerte si riferiscono a oggetti"";",10,TC-InserimentoInput-001,0.6845799684524536,"test case id: tc-inserimentoinput-001 title: valid input and successful query execution module: inserimentoinput source pages: 4 preconditions: user provides valid input. test data: input: ""valid input"" test steps: 1. provide valid input. 2. click on the submit button. 3. verify that the query is executed successfully. 4. check that there is no error message. expected result: the query is executed successfully, and no error message is displayed."
flow,"richiede_offre -> oggetti — type=association; label=""oggetti richiesti""; explanation=""richieste di offerte si riferiscono a oggetti"";",11,TC-EliminazioneAnnuncio-001,0.6710754632949829,"test case id: tc-eliminazioneannuncio-001 title: successful deletion and database cancellation module: eliminazioneannuncio source pages: 8 preconditions: user selects an existing announcement to delete. test data: announcement id: 1 test steps: 1. select the announcement to delete. 2. click on the delete button. 3. verify that the query is executed successfully. 4. check that there is no error message. expected result: the announcement is deleted successfully, and no error message is displayed."
flow,"richiede_offre -> oggetti — type=association; label=""oggetti richiesti""; explanation=""richieste di offerte si riferiscono a oggetti"";",12,TC-InserimentoInput-002,0.6565624475479126,"test case id: tc-inserimentoinput-002 title: invalid input and query failure module: inserimentoinput source pages: 4 preconditions: user provides invalid input. test data: input: ""invalid input"" test steps: 1. provide invalid input. 2. click on the submit button. 3. verify that an error message is displayed. 4. check that the query is not executed. expected result: an error message is displayed, and the query is not executed."
flow,"richiede_offre -> oggetti — type=association; label=""oggetti richiesti""; explanation=""richieste di offerte si riferiscono a oggetti"";",13,TC-Login-001,0.6364675164222717,"test case id: tc-login-001 title: successful login module: login source pages: 3 preconditions: user has valid credentials. test data: username: testuser, password: testpassword test steps: 1. enter the username and password. 2. click on the login button. 3. verify that the system redirects to the main page. expected result: user is successfully logged in and redirected to the main page."
flow,"richiede_offre -> oggetti — type=association; label=""oggetti richiesti""; explanation=""richieste di offerte si riferiscono a oggetti"";",14,TC-Login-002,0.6187655925750732,"test case id: tc-login-002 title: incorrect login credentials module: login source pages: 3 preconditions: user enters incorrect credentials. test data: username: wronguser, password: wrongpassword test steps: 1. enter the incorrect username and password. 2. click on the login button. 3. verify that an error message is displayed. expected result: an error message is displayed, and the user remains on the login page."
flow,"oggetti -> oggetti_richiesti — type=association; label=""oggetti offerti""; explanation=""oggetti si riferiscono a oggetti richiesti"";",1,TC-CreazioneOggetto-002,0.7560988664627075,"test case id: tc-creazioneoggetto-002 title: failed database insertion and retry module: creazioneoggetto source pages: 5, 6 preconditions: user has all necessary information but the database insertion fails. test data: object details: name = ""test object"", description = ""test description"" test steps: 1. provide all necessary information to create an object. 2. click on the submit button. 3. verify that an error message is displayed. 4. check that the query is retried. expected result: an error message is displayed, and the query is retried."
flow,"oggetti -> oggetti_richiesti — type=association; label=""oggetti offerti""; explanation=""oggetti si riferiscono a oggetti richiesti"";",2,TC-CreazioneOggetto-001,0.7522767782211304,"test case id: tc-creazioneoggetto-001 title: successful creation and database insertion module: creazioneoggetto source pages: 5, 6 preconditions: user has all necessary information to create an object. test data: object details: name = ""test object"", description = ""test description"" test steps: 1. provide all necessary information to create an object. 2. click on the submit button. 3. verify that the query is executed successfully. 4. check that there is no error message. expected result: the object is created successfully, and no error message is displayed."
flow,"oggetti -> oggetti_richiesti — type=association; label=""oggetti offerti""; explanation=""oggetti si riferiscono a oggetti richiesti"";",3,TC-CreazioneAnnuncio-002,0.7487731575965881,"test case id: tc-creazioneannuncio-002 title: failed database insertion and retry module: creazioneannuncio source pages: 7 preconditions: user has all necessary information but the database insertion fails. test data: announcement details: title = ""test announcement"", object_id = 1 test steps: 1. provide all necessary information to create an announcement. 2. click on the submit button. 3. verify that an error message is displayed. 4. check that the query is retried. expected result: an error message is displayed, and the query is retried."
flow,"oggetti -> oggetti_richiesti — type=association; label=""oggetti offerti""; explanation=""oggetti si riferiscono a oggetti richiesti"";",4,TC-CreazioneAnnuncio-001,0.7348678708076477,"test case id: tc-creazioneannuncio-001 title: successful creation and database insertion module: creazioneannuncio source pages: 7 preconditions: user has all necessary information to create an announcement. test data: announcement details: title = ""test announcement"", object_id = 1 test steps: 1. provide all necessary information to create an announcement. 2. click on the submit button. 3. verify that the query is executed successfully. 4. check that there is no error message. expected result: the announcement is created successfully, and no error message is displayed."
flow,"oggetti -> oggetti_richiesti — type=association; label=""oggetti offerti""; explanation=""oggetti si riferiscono a oggetti richiesti"";",5,TC-CreazioneServizio-002,0.7235596179962158,"test case id: tc-creazioneservizio-002 title: failed database insertion and retry module: creazioneservizio source pages: 6 preconditions: user has all necessary information but the database insertion fails. test data: service details: name = ""test service"", description = ""test description"" test steps: 1. provide all necessary information to create a service. 2. click on the submit button. 3. verify that an error message is displayed. 4. check that the query is retried. expected result: an error message is displayed, and the query is retried."
flow,"oggetti -> oggetti_richiesti — type=association; label=""oggetti offerti""; explanation=""oggetti si riferiscono a oggetti richiesti"";",6,TC-EliminazioneOggettoServizio-002,0.719119668006897,"test case id: tc-eliminazioneoggettoservizio-002 title: failed database deletion and retry module: eliminazioneoggettoservizio source pages: 9 preconditions: user selects an existing object or service but the database deletion fails. test data: object/servizio id: 1 test steps: 1. select the object or service to delete. 2. click on the delete button. 3. verify that an error message is displayed. 4. check that the query is retried. expected result: an error message is displayed, and the query is retried."
flow,"oggetti -> oggetti_richiesti — type=association; label=""oggetti offerti""; explanation=""oggetti si riferiscono a oggetti richiesti"";",7,TC-CreazioneServizio-001,0.7166815400123596,"test case id: tc-creazioneservizio-001 title: successful creation and database insertion module: creazioneservizio source pages: 6 preconditions: user has all necessary information to create a service. test data: service details: name = ""test service"", description = ""test description"" test steps: 1. provide all necessary information to create a service. 2. click on the submit button. 3. verify that the query is executed successfully. 4. check that there is no error message. expected result: the service is created successfully, and no error message is displayed."
flow,"oggetti -> oggetti_richiesti — type=association; label=""oggetti offerti""; explanation=""oggetti si riferiscono a oggetti richiesti"";",8,TC-InserimentoInput-001,0.6919980645179749,"test case id: tc-inserimentoinput-001 title: valid input and successful query execution module: inserimentoinput source pages: 4 preconditions: user provides valid input. test data: input: ""valid input"" test steps: 1. provide valid input. 2. click on the submit button. 3. verify that the query is executed successfully. 4. check that there is no error message. expected result: the query is executed successfully, and no error message is displayed."
flow,"oggetti -> oggetti_richiesti — type=association; label=""oggetti offerti""; explanation=""oggetti si riferiscono a oggetti richiesti"";",9,TC-EliminazioneAnnuncio-002,0.6891875863075256,"test case id: tc-eliminazioneannuncio-002 title: failed database deletion and retry module: eliminazioneannuncio source pages: 8 preconditions: user selects an existing announcement but the database deletion fails. test data: announcement id: 1 test steps: 1. select the announcement to delete. 2. click on the delete button. 3. verify that an error message is displayed. 4. check that the query is retried. expected result: an error message is displayed, and the query is retried."
flow,"oggetti -> oggetti_richiesti — type=association; label=""oggetti offerti""; explanation=""oggetti si riferiscono a oggetti richiesti"";",10,TC-EliminazioneOggettoServizio-001,0.6891849040985107,"test case id: tc-eliminazioneoggettoservizio-001 title: successful deletion and database cancellation module: eliminazioneoggettoservizio source pages: 9 preconditions: user selects an existing object or service to delete. test data: object/servizio id: 1 test steps: 1. select the object or service to delete. 2. click on the delete button. 3. verify that the query is executed successfully. 4. check that there is no error message. expected result: the object or service is deleted successfully, and no error message is displayed."
flow,"oggetti -> oggetti_richiesti — type=association; label=""oggetti offerti""; explanation=""oggetti si riferiscono a oggetti richiesti"";",11,TC-EliminazioneAnnuncio-001,0.6687964200973511,"test case id: tc-eliminazioneannuncio-001 title: successful deletion and database cancellation module: eliminazioneannuncio source pages: 8 preconditions: user selects an existing announcement to delete. test data: announcement id: 1 test steps: 1. select the announcement to delete. 2. click on the delete button. 3. verify that the query is executed successfully. 4. check that there is no error message. expected result: the announcement is deleted successfully, and no error message is displayed."
flow,"oggetti -> oggetti_richiesti — type=association; label=""oggetti offerti""; explanation=""oggetti si riferiscono a oggetti richiesti"";",12,TC-InserimentoInput-002,0.6624958515167236,"test case id: tc-inserimentoinput-002 title: invalid input and query failure module: inserimentoinput source pages: 4 preconditions: user provides invalid input. test data: input: ""invalid input"" test steps: 1. provide invalid input. 2. click on the submit button. 3. verify that an error message is displayed. 4. check that the query is not executed. expected result: an error message is displayed, and the query is not executed."
flow,"oggetti -> oggetti_richiesti — type=association; label=""oggetti offerti""; explanation=""oggetti si riferiscono a oggetti richiesti"";",13,TC-Login-001,0.6460169553756714,"test case id: tc-login-001 title: successful login module: login source pages: 3 preconditions: user has valid credentials. test data: username: testuser, password: testpassword test steps: 1. enter the username and password. 2. click on the login button. 3. verify that the system redirects to the main page. expected result: user is successfully logged in and redirected to the main page."
flow,"oggetti -> oggetti_richiesti — type=association; label=""oggetti offerti""; explanation=""oggetti si riferiscono a oggetti richiesti"";",14,TC-Login-002,0.6284850239753723,"test case id: tc-login-002 title: incorrect login credentials module: login source pages: 3 preconditions: user enters incorrect credentials. test data: username: wronguser, password: wrongpassword test steps: 1. enter the incorrect username and password. 2. click on the login button. 3. verify that an error message is displayed. expected result: an error message is displayed, and the user remains on the login page."
flow,"servizi -> oggetti — type=association; label=""oggetti""; explanation=""servizi possono essere associati a oggetti"";",1,TC-CreazioneServizio-001,0.7557878494262695,"test case id: tc-creazioneservizio-001 title: successful creation and database insertion module: creazioneservizio source pages: 6 preconditions: user has all necessary information to create a service. test data: service details: name = ""test service"", description = ""test description"" test steps: 1. provide all necessary information to create a service. 2. click on the submit button. 3. verify that the query is executed successfully. 4. check that there is no error message. expected result: the service is created successfully, and no error message is displayed."
flow,"servizi -> oggetti — type=association; label=""oggetti""; explanation=""servizi possono essere associati a oggetti"";",2,TC-CreazioneOggetto-002,0.7540262341499329,"test case id: tc-creazioneoggetto-002 title: failed database insertion and retry module: creazioneoggetto source pages: 5, 6 preconditions: user has all necessary information but the database insertion fails. test data: object details: name = ""test object"", description = ""test description"" test steps: 1. provide all necessary information to create an object. 2. click on the submit button. 3. verify that an error message is displayed. 4. check that the query is retried. expected result: an error message is displayed, and the query is retried."
flow,"servizi -> oggetti — type=association; label=""oggetti""; explanation=""servizi possono essere associati a oggetti"";",3,TC-CreazioneServizio-002,0.750931978225708,"test case id: tc-creazioneservizio-002 title: failed database insertion and retry module: creazioneservizio source pages: 6 preconditions: user has all necessary information but the database insertion fails. test data: service details: name = ""test service"", description = ""test description"" test steps: 1. provide all necessary information to create a service. 2. click on the submit button. 3. verify that an error message is displayed. 4. check that the query is retried. expected result: an error message is displayed, and the query is retried."
flow,"servizi -> oggetti — type=association; label=""oggetti""; explanation=""servizi possono essere associati a oggetti"";",4,TC-CreazioneOggetto-001,0.7506707906723022,"test case id: tc-creazioneoggetto-001 title: successful creation and database insertion module: creazioneoggetto source pages: 5, 6 preconditions: user has all necessary information to create an object. test data: object details: name = ""test object"", description = ""test description"" test steps: 1. provide all necessary information to create an object. 2. click on the submit button. 3. verify that the query is executed successfully. 4. check that there is no error message. expected result: the object is created successfully, and no error message is displayed."
flow,"servizi -> oggetti — type=association; label=""oggetti""; explanation=""servizi possono essere associati a oggetti"";",5,TC-CreazioneAnnuncio-002,0.7415364980697632,"test case id: tc-creazioneannuncio-002 title: failed database insertion and retry module: creazioneannuncio source pages: 7 preconditions: user has all necessary information but the database insertion fails. test data: announcement details: title = ""test announcement"", object_id = 1 test steps: 1. provide all necessary information to create an announcement. 2. click on the submit button. 3. verify that an error message is displayed. 4. check that the query is retried. expected result: an error message is displayed, and the query is retried."
flow,"servizi -> oggetti — type=association; label=""oggetti""; explanation=""servizi possono essere associati a oggetti"";",6,TC-EliminazioneOggettoServizio-002,0.7381082773208618,"test case id: tc-eliminazioneoggettoservizio-002 title: failed database deletion and retry module: eliminazioneoggettoservizio source pages: 9 preconditions: user selects an existing object or service but the database deletion fails. test data: object/servizio id: 1 test steps: 1. select the object or service to delete. 2. click on the delete button. 3. verify that an error message is displayed. 4. check that the query is retried. expected result: an error message is displayed, and the query is retried."
flow,"servizi -> oggetti — type=association; label=""oggetti""; explanation=""servizi possono essere associati a oggetti"";",7,TC-CreazioneAnnuncio-001,0.7238222360610962,"test case id: tc-creazioneannuncio-001 title: successful creation and database insertion module: creazioneannuncio source pages: 7 preconditions: user has all necessary information to create an announcement. test data: announcement details: title = ""test announcement"", object_id = 1 test steps: 1. provide all necessary information to create an announcement. 2. click on the submit button. 3. verify that the query is executed successfully. 4. check that there is no error message. expected result: the announcement is created successfully, and no error message is displayed."
flow,"servizi -> oggetti — type=association; label=""oggetti""; explanation=""servizi possono essere associati a oggetti"";",8,TC-EliminazioneOggettoServizio-001,0.7109963893890381,"test case id: tc-eliminazioneoggettoservizio-001 title: successful deletion and database cancellation module: eliminazioneoggettoservizio source pages: 9 preconditions: user selects an existing object or service to delete. test data: object/servizio id: 1 test steps: 1. select the object or service to delete. 2. click on the delete button. 3. verify that the query is executed successfully. 4. check that there is no error message. expected result: the object or service is deleted successfully, and no error message is displayed."
flow,"servizi -> oggetti — type=association; label=""oggetti""; explanation=""servizi possono essere associati a oggetti"";",9,TC-InserimentoInput-001,0.7011436223983765,"test case id: tc-inserimentoinput-001 title: valid input and successful query execution module: inserimentoinput source pages: 4 preconditions: user provides valid input. test data: input: ""valid input"" test steps: 1. provide valid input. 2. click on the submit button. 3. verify that the query is executed successfully. 4. check that there is no error message. expected result: the query is executed successfully, and no error message is displayed."
flow,"servizi -> oggetti — type=association; label=""oggetti""; explanation=""servizi possono essere associati a oggetti"";",10,TC-EliminazioneAnnuncio-002,0.6775245070457458,"test case id: tc-eliminazioneannuncio-002 title: failed database deletion and retry module: eliminazioneannuncio source pages: 8 preconditions: user selects an existing announcement but the database deletion fails. test data: announcement id: 1 test steps: 1. select the announcement to delete. 2. click on the delete button. 3. verify that an error message is displayed. 4. check that the query is retried. expected result: an error message is displayed, and the query is retried."
flow,"servizi -> oggetti — type=association; label=""oggetti""; explanation=""servizi possono essere associati a oggetti"";",11,TC-InserimentoInput-002,0.6683923006057739,"test case id: tc-inserimentoinput-002 title: invalid input and query failure module: inserimentoinput source pages: 4 preconditions: user provides invalid input. test data: input: ""invalid input"" test steps: 1. provide invalid input. 2. click on the submit button. 3. verify that an error message is displayed. 4. check that the query is not executed. expected result: an error message is displayed, and the query is not executed."
flow,"servizi -> oggetti — type=association; label=""oggetti""; explanation=""servizi possono essere associati a oggetti"";",12,TC-Login-001,0.6662284731864929,"test case id: tc-login-001 title: successful login module: login source pages: 3 preconditions: user has valid credentials. test data: username: testuser, password: testpassword test steps: 1. enter the username and password. 2. click on the login button. 3. verify that the system redirects to the main page. expected result: user is successfully logged in and redirected to the main page."
flow,"servizi -> oggetti — type=association; label=""oggetti""; explanation=""servizi possono essere associati a oggetti"";",13,TC-EliminazioneAnnuncio-001,0.6545844078063965,"test case id: tc-eliminazioneannuncio-001 title: successful deletion and database cancellation module: eliminazioneannuncio source pages: 8 preconditions: user selects an existing announcement to delete. test data: announcement id: 1 test steps: 1. select the announcement to delete. 2. click on the delete button. 3. verify that the query is executed successfully. 4. check that there is no error message. expected result: the announcement is deleted successfully, and no error message is displayed."
flow,"servizi -> oggetti — type=association; label=""oggetti""; explanation=""servizi possono essere associati a oggetti"";",14,TC-Login-002,0.6507387161254883,"test case id: tc-login-002 title: incorrect login credentials module: login source pages: 3 preconditions: user enters incorrect credentials. test data: username: wronguser, password: wrongpassword test steps: 1. enter the incorrect username and password. 2. click on the login button. 3. verify that an error message is displayed. expected result: an error message is displayed, and the user remains on the login page."
flow,"annunci -> oggetti — type=association; label=""oggetti""; explanation=""annunci possono riferirsi a oggetti"";",1,TC-CreazioneAnnuncio-002,0.7871512770652771,"test case id: tc-creazioneannuncio-002 title: failed database insertion and retry module: creazioneannuncio source pages: 7 preconditions: user has all necessary information but the database insertion fails. test data: announcement details: title = ""test announcement"", object_id = 1 test steps: 1. provide all necessary information to create an announcement. 2. click on the submit button. 3. verify that an error message is displayed. 4. check that the query is retried. expected result: an error message is displayed, and the query is retried."
flow,"annunci -> oggetti — type=association; label=""oggetti""; explanation=""annunci possono riferirsi a oggetti"";",2,TC-CreazioneAnnuncio-001,0.7741128206253052,"test case id: tc-creazioneannuncio-001 title: successful creation and database insertion module: creazioneannuncio source pages: 7 preconditions: user has all necessary information to create an announcement. test data: announcement details: title = ""test announcement"", object_id = 1 test steps: 1. provide all necessary information to create an announcement. 2. click on the submit button. 3. verify that the query is executed successfully. 4. check that there is no error message. expected result: the announcement is created successfully, and no error message is displayed."
flow,"annunci -> oggetti — type=association; label=""oggetti""; explanation=""annunci possono riferirsi a oggetti"";",3,TC-CreazioneOggetto-002,0.7582778334617615,"test case id: tc-creazioneoggetto-002 title: failed database insertion and retry module: creazioneoggetto source pages: 5, 6 preconditions: user has all necessary information but the database insertion fails. test data: object details: name = ""test object"", description = ""test description"" test steps: 1. provide all necessary information to create an object. 2. click on the submit button. 3. verify that an error message is displayed. 4. check that the query is retried. expected result: an error message is displayed, and the query is retried."
flow,"annunci -> oggetti — type=association; label=""oggetti""; explanation=""annunci possono riferirsi a oggetti"";",4,TC-CreazioneOggetto-001,0.750116765499115,"test case id: tc-creazioneoggetto-001 title: successful creation and database insertion module: creazioneoggetto source pages: 5, 6 preconditions: user has all necessary information to create an object. test data: object details: name = ""test object"", description = ""test description"" test steps: 1. provide all necessary information to create an object. 2. click on the submit button. 3. verify that the query is executed successfully. 4. check that there is no error message. expected result: the object is created successfully, and no error message is displayed."
flow,"annunci -> oggetti — type=association; label=""oggetti""; explanation=""annunci possono riferirsi a oggetti"";",5,TC-EliminazioneAnnuncio-002,0.7471954822540283,"test case id: tc-eliminazioneannuncio-002 title: failed database deletion and retry module: eliminazioneannuncio source pages: 8 preconditions: user selects an existing announcement but the database deletion fails. test data: announcement id: 1 test steps: 1. select the announcement to delete. 2. click on the delete button. 3. verify that an error message is displayed. 4. check that the query is retried. expected result: an error message is displayed, and the query is retried."
flow,"annunci -> oggetti — type=association; label=""oggetti""; explanation=""annunci possono riferirsi a oggetti"";",6,TC-EliminazioneOggettoServizio-002,0.7425420880317688,"test case id: tc-eliminazioneoggettoservizio-002 title: failed database deletion and retry module: eliminazioneoggettoservizio source pages: 9 preconditions: user selects an existing object or service but the database deletion fails. test data: object/servizio id: 1 test steps: 1. select the object or service to delete. 2. click on the delete button. 3. verify that an error message is displayed. 4. check that the query is retried. expected result: an error message is displayed, and the query is retried."
flow,"annunci -> oggetti — type=association; label=""oggetti""; explanation=""annunci possono riferirsi a oggetti"";",7,TC-EliminazioneAnnuncio-001,0.7312723398208618,"test case id: tc-eliminazioneannuncio-001 title: successful deletion and database cancellation module: eliminazioneannuncio source pages: 8 preconditions: user selects an existing announcement to delete. test data: announcement id: 1 test steps: 1. select the announcement to delete. 2. click on the delete button. 3. verify that the query is executed successfully. 4. check that there is no error message. expected result: the announcement is deleted successfully, and no error message is displayed."
flow,"annunci -> oggetti — type=association; label=""oggetti""; explanation=""annunci possono riferirsi a oggetti"";",8,TC-CreazioneServizio-002,0.7286407351493835,"test case id: tc-creazioneservizio-002 title: failed database insertion and retry module: creazioneservizio source pages: 6 preconditions: user has all necessary information but the database insertion fails. test data: service details: name = ""test service"", description = ""test description"" test steps: 1. provide all necessary information to create a service. 2. click on the submit button. 3. verify that an error message is displayed. 4. check that the query is retried. expected result: an error message is displayed, and the query is retried."
flow,"annunci -> oggetti — type=association; label=""oggetti""; explanation=""annunci possono riferirsi a oggetti"";",9,TC-CreazioneServizio-001,0.716437041759491,"test case id: tc-creazioneservizio-001 title: successful creation and database insertion module: creazioneservizio source pages: 6 preconditions: user has all necessary information to create a service. test data: service details: name = ""test service"", description = ""test description"" test steps: 1. provide all necessary information to create a service. 2. click on the submit button. 3. verify that the query is executed successfully. 4. check that there is no error message. expected result: the service is created successfully, and no error message is displayed."
flow,"annunci -> oggetti — type=association; label=""oggetti""; explanation=""annunci possono riferirsi a oggetti"";",10,TC-EliminazioneOggettoServizio-001,0.7145906090736389,"test case id: tc-eliminazioneoggettoservizio-001 title: successful deletion and database cancellation module: eliminazioneoggettoservizio source pages: 9 preconditions: user selects an existing object or service to delete. test data: object/servizio id: 1 test steps: 1. select the object or service to delete. 2. click on the delete button. 3. verify that the query is executed successfully. 4. check that there is no error message. expected result: the object or service is deleted successfully, and no error message is displayed."
flow,"annunci -> oggetti — type=association; label=""oggetti""; explanation=""annunci possono riferirsi a oggetti"";",11,TC-InserimentoInput-001,0.6968110203742981,"test case id: tc-inserimentoinput-001 title: valid input and successful query execution module: inserimentoinput source pages: 4 preconditions: user provides valid input. test data: input: ""valid input"" test steps: 1. provide valid input. 2. click on the submit button. 3. verify that the query is executed successfully. 4. check that there is no error message. expected result: the query is executed successfully, and no error message is displayed."
